2025-10-28 08:52:22.9552 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:52:22.9928 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:52:23.0045 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:52:23.5368 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-28 08:53:06.4427 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-28 08:53:09.2599 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-28 08:53:09.2639 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-28 08:53:10.3121 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-28 08:53:10.3121 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-28 08:53:25.0732 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 08:53:25.0732 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 08:57:35.0120 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:57:35.0384 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:57:35.0384 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 08:57:35.4305 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-28 08:57:53.2607 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-28 08:58:04.7847 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 08:58:04.7847 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 09:08:00.4590 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:08:00.4939 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:08:00.4939 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:08:00.9194 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-28 09:08:16.3560 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-28 09:08:19.1143 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-28 09:08:19.1143 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-28 09:08:26.0250 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 09:08:26.0250 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 09:08:49.6289 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 09:08:49.6289 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-28 09:16:20.0296 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:16:20.0571 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:16:20.0571 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-28 09:16:20.4594 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-28 09:16:41.4772 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

