2025-10-29 06:57:49.7606 -INFO|Microsoft.Hosting.Lifetime| url: |action: 
2025-10-29 07:08:04.3891 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:08:04.3891 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:08:04.8057 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:08:45.6486 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:09:11.0567 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:09:11.0621 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:10:16.6424 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:10:16.6424 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:10:25.0291 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:10:25.0291 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:15:29.4135 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:15:29.4496 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:15:29.4537 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:15:29.8488 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:15:58.4686 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:19:46.2496 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:19:46.2756 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:19:46.2787 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:19:46.7188 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:20:06.3496 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:23:31.0069 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:31.0069 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:36.2640 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:36.2640 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:36.2863 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:36.2863 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:37.4962 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:37.4962 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:37.5179 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:37.5179 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:38.5818 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:38.5818 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:38.6010 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:38.6010 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:39.7076 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:39.7076 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:39.7360 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:39.7360 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:47.3159 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:23:47.3159 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:37:18.1054 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:37:18.1299 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:37:18.1299 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:37:18.5386 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:37:43.6358 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:37:53.7788 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:37:53.7788 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:41:11.8580 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:41:11.8580 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:43:25.8267 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:43:25.8267 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:43:42.5371 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:43:42.5371 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:44:03.7550 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:44:03.7550 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:44:10.5569 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:44:10.5569 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:53:16.9438 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:53:16.9717 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:53:16.9717 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:53:17.4645 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:53:33.4384 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:53:39.2288 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Period/IndexPerformance|action: IndexPerformance

2025-10-29 07:53:39.2329 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Period/IndexPerformance|action: IndexPerformance

2025-10-29 07:53:45.4375 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:53:45.4375 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:58:06.3108 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:58:06.3359 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:58:06.3359 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 07:58:06.7197 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 07:58:28.6210 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 07:58:37.9776 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 07:58:37.9818 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:01:06.2036 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:01:06.2321 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:01:06.2321 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:01:06.6549 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:01:26.7068 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:01:34.0907 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:01:34.0947 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:03:18.2815 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:03:18.3119 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:03:18.3119 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:03:18.7287 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:03:35.8693 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:03:48.0742 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:03:48.0784 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:04:02.2571 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:04:02.2571 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:05:54.1032 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:05:54.1293 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:05:54.1293 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:05:54.8223 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:08:32.4866 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:08:41.6595 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:08:41.6595 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:09:54.9328 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:09:54.9614 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:09:54.9614 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:09:55.3613 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:12:30.8564 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:12:37.3973 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:12:37.3973 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:34:22.8273 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:34:22.8562 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:34:22.8590 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:34:23.3005 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:34:37.8763 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:34:40.8092 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-29 08:34:40.8131 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-29 08:34:49.9207 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:34:49.9207 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:36:59.6644 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:36:59.6976 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:36:59.7008 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:37:00.2322 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:37:19.3742 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:37:22.6554 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-29 08:37:22.6554 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Users|action: Index

2025-10-29 08:37:23.4086 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-29 08:37:23.4086 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/Operator|action: Index

2025-10-29 08:37:33.0687 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:37:33.0687 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:41:26.7061 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:41:26.7512 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:41:26.7512 -INFO|Microsoft.Hosting.Lifetime| url: |action: 

2025-10-29 08:41:27.5925 -TRACE|EndPoint.Site.Controllers.HomeController| url: https://localhost/|action: Index

2025-10-29 08:45:27.2142 -WARN|Microsoft.EntityFrameworkCore.Query| url: https://localhost/PublicRelations/Dashboard/index|action: Index

2025-10-29 08:45:37.3261 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

2025-10-29 08:45:37.3261 -INFO|LazZiya.TagHelpers.PagingTagHelper| url: https://localhost/PublicRelations/MediaPerformances/Index|action: Index

